Open Data Inventory - Medellín,,,,,,,,,,,,,,
Id,Fuente de datos,Categoría,Dataset,Recurso de dato,URL Portal,URL Data Set,Metadata,Diccionario datos,Fecha publicación,Descripción,Formato archivo,Frecuencia actualización,Contacto,Licencia
11,GeoMedellín,Habitat y Medio Ambiente,Sitios de aprovechamiento de residuos sólidos,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/bed35c9d6fba498f9b23ed7fb8f71490_5,https://opendata.arcgis.com/datasets/bed35c9d6fba498f9b23ed7fb8f71490_5.zip,No,No,3/24/2017,Información puntual de sitios de aprovechamiento de residuos sólidos,CSV/Shapefile,,tomas.tintinago@medellin.gov.co,Attribution-ShareAlike 4.0 International
12,GeoMedellín,Ordenamiento Territorial,Amenaza por inundaciones,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/649d31d79709424f835419f226c6323f_3,https://opendata.arcgis.com/datasets/649d31d79709424f835419f226c6323f_3.zip,No,No,19/4/2017,"Delimitación de las zonas de amenaza por avenidas torrenciales. La categoría de Amenaza alta, hace parte del suelo de protección municipal.",CSV/Shapefile,,mario.florez@medellin.gov.co,Attribution-ShareAlike 4.0 International
13,GeoMedellín,Ordenamiento Territorial,Areas protegidas,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/d5ff79c4a98e4be1a511af355e4c755b_1,https://opendata.arcgis.com/datasets/d5ff79c4a98e4be1a511af355e4c755b_1.zip,No,No,3/4/2017,"Según el Decreto 2372 de 2010: área definida geográficamente y que ha sido designada, regulada y administrada a fin de alcanzar objetivos específicos de conservación. Hace parte del Suelo de protección municipal.",CSV/Shapefile,,jaime.pizarro@medellin.gov.co,Attribution-ShareAlike 4.0 International
14,GeoMedellín,Ordenamiento Territorial,Cuencas de orden cero,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/24955d342e2a4d609c5fe5c040aa7ea5_4,https://opendata.arcgis.com/datasets/24955d342e2a4d609c5fe5c040aa7ea5_4.zip,No,No,3/4/2017,"Son aquellas que no tienen un canal de corriente permanente en donde el agua de escorrentía se mueve predominantemente a través del suelo y en casos extremos de lluvia a través de líneasde flujo como zanjas o canales. Estas áreas son las más importantes zonas de recarga de acuíferos, siendo muy vulnerables a los cambios y transformaciones generadas por las actividades humanas. Hace parte del Sistema hidrográfico y del Suelo de protección municipal",CSV/Shapefile,,leonel.rincon@medellin.gov.co,Attribution-ShareAlike 4.0 International
15,GeoMedellín,Ordenamiento Territorial,Retiro a Humedales,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/789ecb018a9f4bfbb08a0f9645e10097_7,https://opendata.arcgis.com/datasets/789ecb018a9f4bfbb08a0f9645e10097_7.zip,No,No,3/4/2017,"Incluye los retiros a humedales, que conforman las áreas de interés estratégico de la Estructura Ecológica Principal -EEP-. Hace parte del Sistema hidrográfico y del Suelo de protección municipal.",CSV/Shapefile,,leonel.rincon@medellin.gov.co,Attribution-ShareAlike 4.0 International
16,GeoMedellín,Ordenamiento Territorial,Red de Conectividad Ecologica,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/8e761489f24845699aded93fa1f877cf_10,https://opendata.arcgis.com/datasets/8e761489f24845699aded93fa1f877cf_10.zip,No,No,3/4/2017,"Contienen información de la red ecológica estructurante del Muncipio de Medellín. La conectividad ecológica estructural busca promover y conservar procesos biológicos, además del mantenimiento de poblaciones viables de biota en un paisaje fragmentado. Hace parte del suelo de protección municipal.",CSV/Shapefile,,leonel.rincon@medellin.gov.co,Attribution-ShareAlike 4.0 International
17,GeoMedellín,Ordenamiento Territorial,Unidades de Planificacion Rural,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/ad68ac586f144b83b5feda9b6f914101_1?geometry=-76.14%2C6.149%2C-75.053%2C6.388,https://opendata.arcgis.com/datasets/025f3be66fbd48b888b779cf00928ae8_4.zip,No,No,3/4/2017,"Son áreas para implementar, desarrollar y precisar las condiciones de ordenamiento de áreas específicas del suelo rural a escala intermedia. Se delimitan según las especificaciones. Contiene la delimitación de las áreas para la aplicación del Articulo 6 y 7 del Decreto 3600 de 2007.",CSV/Shapefile,,sandra.zapata@medellin.gov.co,Attribution-ShareAlike 4.0 International
18,GeoMedellín,Ordenamiento Territorial,Distrito Rural Campesino,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/b11908daf2f14548a8cac35479eb58ba_2?geometry=-76.145%2C6.149%2C-75.058%2C6.388,https://opendata.arcgis.com/datasets/b11908daf2f14548a8cac35479eb58ba_2.zip,No,No,3/4/2017,"Instrumento mediante el cual se encaminan acciones físico espaciales, económicas, culturales y sociales, que permiten articular y orientar programas y proyectos, en pro del mejoramiento, permanencia, promoción, planificación y gestión del territorio rural campesino.",CSV/Shapefile,,sandra.zapata@medellin.gov.co,Attribution-ShareAlike 4.0 International
19,GeoMedellín,Ordenamiento Territorial,Ojos de Sal,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/aebfb157410a4491a1d92026f9114cfb_3,https://opendata.arcgis.com/datasets/aebfb157410a4491a1d92026f9114cfb_3.zip,No,No,24/3/2017,"Los ojos de aguasal, salados, saladeros o fuentes salinas son aguas continentales, ricas en minerales como sodio, potasio, hierro, calcio, cloro y magnesio entre otros. En el Municipio de Medellín, corresponden a ojos de sal en la Reserva Forestal Protectora del Rio Nare, como: Pozo Real, El Barnizal, El Chiflón, El Temprano, Cuberos (Vereda Mazo), Santa Cruz (Vereda El Tambo); los ubicados en la zona urbana de Medellín como los cercanos a las quebradas La Salada o Aguasal, afluente de la quebrada Santa Elena (sector Rancho de Lata) y en la parte alta de la quebrada El Salado (San Javier) y en el corregimiento de San Antonio de Prado, en la estrella fluvial de la quebrada Doña María. Parágrafo. En el corto plazo del Plan de Ordenamiento, la Administración Municipal adelantará los estudios para la identificación, delimitación, caracterización y manejo de los ojos de sal del Municipio. Este estudio deberá ser incorporado al Plan a través de los procedimientos de la normativa nacional vigente.",CSV/Shapefile,,leonel.rincon@medellin.gov.co,Attribution-ShareAlike 4.0 International
20,GeoMedellín,Ordenamiento Territorial,Riesgos naturales,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/4a1bd99530ab4e70a1e689ac090fe7a8_5,https://opendata.arcgis.com/datasets/4a1bd99530ab4e70a1e689ac090fe7a8_5.zip,No,No,3/4/2017,"Son áreas donde se han presentado o pueden presentarse daños o pérdidas potenciales como resultado de la ocurrencia de un movimiento en masa, una inundación, un sismo o un incendio forestal, en un período de tiempo específico. Dichas pérdidas están relacionadas con la magnitud del fenómeno amenazante y la vulnerabilidad de los elementos expuestos. Los resultados de los análisis de vulnerabilidad son utilizados como uno de los principales criterios para la priorización del reasentamiento y de la ejecución de los estudios de riesgo de detalle. Hace parte del suelo de protección municipal",CSV/Shapefile,,mario.florez@medellin.gov.co,Attribution-ShareAlike 4.0 International
21,GeoMedellín,Ordenamiento Territorial,Suelo de Proteccion para la Produccion,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/bf710f3807614722a53ae77d784bb0b8_14,https://opendata.arcgis.com/datasets/bf710f3807614722a53ae77d784bb0b8_14.zip,No,No,3/4/2017,"Comprende las áreas destinadas a la producción o de explotación de recursos naturales, correspondientes a: Forestal productor, Agroforestal, Agropecuario, Agrícola, Áreas Mineras en Transición. Hace parte del suelo de protección municipal en suelo rural.",CSV/Shapefile,,sandra.zapata@medellin.gov.co,Attribution-ShareAlike 4.0 International
22,GeoMedellín,Ordenamiento Territorial,Retiro a rios y quebradas,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/7ddbc16add634041bcb82b6a53e85c02_8,https://opendata.arcgis.com/datasets/7ddbc16add634041bcb82b6a53e85c02_8.zip,No,No,3/4/2017,"Incluye el río Medellín (Aburrá), sus afluentes y los correspondientes retiros a las corrientes naturales de agua comprendidos en el suelo urbano, de expansión urbana y rural. A su vez son la base para la conformación de corredores asociados a las corrientes, que forman la red de conectividad ecológica del territorio. Hace parte del Sistema hidrográfico y del Suelo de protección municipal.",CSV/Shapefile,,jaime.pizarro@medellin.gov.co,Attribution-ShareAlike 4.0 International
23,GeoMedellín,Ordenamiento Territorial,Amenaza por Avenidas Torrenciales,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/e8d930c6372d4ecdbd3176a6546d1099_2,https://opendata.arcgis.com/datasets/e8d930c6372d4ecdbd3176a6546d1099_2.zip,No,No,19/4/2017,"Delimitación de las zonas de amenaza por avenidas torrenciales. La categoría de Amenaza alta, hace parte del suelo de protección municipal.",CSV/Shapefile,,jaime.pizarro@medellin.gov.co,Attribution-ShareAlike 4.0 International
24,GeoMedellín,Ordenamiento Territorial,Humedales,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/d7e0e8dac4f34038ac031de5f6e6b1dd_6,https://opendata.arcgis.com/datasets/d7e0e8dac4f34038ac031de5f6e6b1dd_6.zip,No,No,3/4/2017,"Corresponden a extensiones de marismas, pantanos y turberas, o superficies cubiertas de aguas, sean estas de régimen natural o artificial, permanente o temporal, estancado o corriente, dulce, salobre o salado. Hace parte del Sistema hidrográfico y del Suelo de protección municipal",CSV/Shapefile,,leonel.rincon@medellin.gov.co,Attribution-ShareAlike 4.0 International
25,GeoMedellín,Ordenamiento Territorial,"Centros de Acopio, Escombros y Rellenos Sanitarios",Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/35a663d589cd4121b843c8b5730720a9_1?geometry=-76.585%2C6.099%2C-74.411%2C6.577,https://opendata.arcgis.com/datasets/35a663d589cd4121b843c8b5730720a9_1.zip,No,No,3/4/2017,"Este producto contiene informacion de los Centros de acopio de escombros, residuos sólidos urbanos y rurales.",CSV/Shapefile,,tomas.tintinago@medellin.gov.co,Attribution-ShareAlike 4.0 International
26,GeoMedellín,Ordenamiento Territorial,Plantas de Potabilizacion de Acueducto,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/1dacd1e7c709419ea7fd33261cd9f647_0?geometry=-76.132%2C6.136%2C-75.045%2C6.375,https://opendata.arcgis.com/datasets/1dacd1e7c709419ea7fd33261cd9f647_0.zip,No,No,3/4/2017,Equipamientos para la prestación del servicio de acueducto,CSV/Shapefile,,carlos.bohorquez@medellin.gov.co,Attribution-ShareAlike 4.0 International
27,GeoMedellín,Ordenamiento Territorial,Cuencas y Microcuencas Abastecedoras,Current,https://geomedellin-m-medellin.opendata.arcgis.com/datasets/d985e5111f7a4578a922807a876e2c42_5,https://opendata.arcgis.com/datasets/d985e5111f7a4578a922807a876e2c42_5.zip,No,No,3/4/2017,Cuencas que surten acueductos urbanos operados por EPM y microcuencas de los acueductos rurales recientemente construidos y en proceso de construcción. Hace parte del Sistema hidrográfico y del Suelo de protección municipal.,CSV/Shapefile,,leonel.rincon@medellin.gov.co,Attribution-ShareAlike 4.0 International
28,datos.gov.co,Planeación,Inversión por comuna y corregimiento,2012,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-por-Comunas-y-Corregimientos-en-Medellin/ksck-kxr9,https://www.datos.gov.co/api/views/ksck-kxr9/rows.csv?accessType=DOWNLOAD,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-por-Comunas-y-Corregimientos-en-Medellin/ksck-kxr9/about,No,21/02/2017,"Este instrumento permite conocer la distribución en la ejecución de la inversión social de la vigencia, en términos de ubicación geográfica. Se consolida de acuerdo con los reportes generados por cada despacho, sobre el cálculo de los recursos destinados a inversión, que fueron debidamente ordenados (facturados o pagados) según cifras oficiales reportadas por la Secretaría de Hacienda con corte a 31 de diciembre de cada vigencia, en concordancia con los proyectos ejecutados en cada una de estas subdivisiones territoriales, según su ubicación por comunas y corregimientos.",CSV/JSON,Anual,juan.carvalho@medellin.gov.co,Attribution-ShareAlike 4.0 International
29,datos.gov.co,Planeación,Inversión por comuna y corregimiento,2013,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-Por-Comunas-Y-Corregimientos-de-Medell-n/tru2-7kcc,https://www.datos.gov.co/api/views/tru2-7kcc/rows.csv?accessType=DOWNLOAD,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-Por-Comunas-Y-Corregimientos-de-Medell-n/tru2-7kcc/about,No,21/02/2017,"Este instrumento permite conocer la distribución en la ejecución de la inversión social de la vigencia, en términos de ubicación geográfica. Se consolida de acuerdo con los reportes generados por cada despacho, sobre el cálculo de los recursos destinados a inversión, que fueron debidamente ordenados (facturados o pagados) según cifras oficiales reportadas por la Secretaría de Hacienda con corte a 31 de diciembre de cada vigencia, en concordancia con los proyectos ejecutados en cada una de estas subdivisiones territoriales, según su ubicación por comunas y corregimientos.",CSV/JSON,Anual,juan.carvalho@medellin.gov.co,Attribution-ShareAlike 4.0 International
30,datos.gov.co,Planeación,Inversión por comuna y corregimiento,2014,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-Por-Comunas-Y-Corregimientos-de-Medellin/3pyu-tazi,https://www.datos.gov.co/api/views/3pyu-tazi/rows.csv?accessType=DOWNLOAD,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-Por-Comunas-Y-Corregimientos-de-Medellin/3pyu-tazi/about,No,21/02/2017,"Este instrumento permite conocer la distribución en la ejecución de la inversión social de la vigencia, en términos de ubicación geográfica. Se consolida de acuerdo con los reportes generados por cada despacho, sobre el cálculo de los recursos destinados a inversión, que fueron debidamente ordenados (facturados o pagados) según cifras oficiales reportadas por la Secretaría de Hacienda con corte a 31 de diciembre de cada vigencia, en concordancia con los proyectos ejecutados en cada una de estas subdivisiones territoriales, según su ubicación por comunas y corregimientos.",CSV/JSON,Anual,juan.carvalho@medellin.gov.co,Attribution-ShareAlike 4.0 International
31,datos.gov.co,Planeación,Inversión por comuna y corregimiento,2015,https://www.datos.gov.co/Presupuestos-Gubernamentales/Inversi-n-por-comunas-y-corregimientos-Municipio-d/v7t8-72ds,https://www.datos.gov.co/api/views/v7t8-72ds/rows.csv?accessType=DOWNLOAD,https://www.datos.gov.co/Presupuestos-Gubernamentales/Inversi-n-por-comunas-y-corregimientos-Municipio-d/v7t8-72ds/about,No,8/11/2016,"Este instrumento permite conocer la distribución en la ejecución de la inversión social de la vigencia, en términos de ubicación geográfica. Se consolida de acuerdo con los reportes generados por cada despacho, sobre el cálculo de los recursos destinados a inversión, que fueron debidamente ordenados (facturados o pagados) según cifras oficiales reportadas por la Secretaría de Hacienda con corte a 31 de diciembre de cada vigencia, en concordancia con los proyectos ejecutados en cada una de estas subdivisiones territoriales, según su ubicación por comunas y corregimientos.",CSV/JSON,Anual,juan.carvalho@medellin.gov.co,Attribution-ShareAlike 4.0 International
32,datos.gov.co,Planeación,Inversión por comuna y corregimiento,2016,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-por-Comunas-y-Corregimientos-de-Medell-n/mb9j-zrze,https://www.datos.gov.co/api/views/mb9j-zrze/rows.csv?accessType=DOWNLOAD,https://www.datos.gov.co/Estad-sticas-Nacionales/Inversi-n-por-Comunas-y-Corregimientos-de-Medell-n/mb9j-zrze/about,No,15/03/2017,"Este instrumento permite conocer la distribución en la ejecución de la inversión social de la vigencia, en términos de ubicación geográfica. Se consolida de acuerdo con los reportes generados por cada despacho, sobre el cálculo de los recursos destinados a inversión, que fueron debidamente ordenados (facturados o pagados) según cifras oficiales reportadas por la Secretaría de Hacienda con corte a 31 de diciembre de cada vigencia, en concordancia con los proyectos ejecutados en cada una de estas subdivisiones territoriales, según su ubicación por comunas y corregimientos.",CSV/JSON,Anual,juan.carvalho@medellin.gov.co,Attribution-ShareAlike 4.0 International
33,datos.gov.co,Inclusión Social y Reconciliación,Proyecciones de Población Medellín,"1993, 2005-2015",https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/Proyecciones-de-Poblaci-n-del-Municipio-de-Medell-/7nin-7s9a,https://www.datos.gov.co/api/views/7nin-7s9a/rows.csv?accessType=DOWNLOAD,https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/Proyecciones-de-Poblaci-n-del-Municipio-de-Medell-/7nin-7s9a/about,No,13/07/2016,"Proyecciones de Población del Municipio de Medellín años 1993, 2005-2015 por comunas, corregimientos, grupos quinquenales de edad y sexo",CSV/JSON,,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
34,datos.gov.co,Inclusión Social y Reconciliación,Proyecciones de Población Medellín,2016-2020,https://www.datos.gov.co/Estad-sticas-Nacionales/Proyecciones-De-Poblaci-n-Medell-n-2016-2020/imj6-7tfq,https://www.datos.gov.co/api/views/imj6-7tfq/rows.csv?accessType=DOWNLOAD,https://www.datos.gov.co/Estad-sticas-Nacionales/Proyecciones-De-Poblaci-n-Medell-n-2016-2020/imj6-7tfq/about,No,21/10/2016,"Este archivo contiene las proyecciones de la población del Municipio de Medellín para el período 2016-2020, por comuna, género y grupos de edade",CSV/JSON,,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
35,medellin.gov.co,Planeación,Base de datos SISBEN,Junio 2016,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://0d6592c00dc5798be8f9bfb61e395daa,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2016/Sisben/Shared%20Content/DATA_SISBEN_2016jul_Anonimizada.csv,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2016/Sisben/Shared%20Content/Ficha%20Tecnica_SISBEN_2016jul_Anonimizada.xlsx,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2016/Sisben/Shared%20Content/Diccionario_SISBEN_2016jul_Anonimizada.xlsx,12/10/2016,Base de datos de las personas encuestadas en el SISBEN: Es el sistema de información colombiano que permite identificar a la población potencial beneficiaria de programas sociales.,CSV,,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
36,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2016,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://bbc1147a3dcd52927b1ee430c301f951,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2017/Shared%20Content/Base%20de%20Datos_ECV_2016.xlsx,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2017/Shared%20Content/Ficha%20Tecnica_ecv2016.xlsx,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2017/Shared%20Content/Diccionario%20de%20Datos_ECV_2016.xlsx,6/2/2017,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
37,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2015,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://62b7f8773f3c7eac7cd4a719641d9564,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20vida%202015/Base%20de%20datos%20ECV%202015.xlsx,No,No,6/2/2017,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
38,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2014,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://ddbab5359b4ba0bcba3e46a97195e7bc,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202014/Base%20de%20datos%20ECV%202014.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202014/Diccionario%20de%20datos%20ECV%202014.xlsx,14/07/2015,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
